path,filename,original_class,class,width,height,mode
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (505).jpg,Malignant case (505).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (506).jpg,Malignant case (506).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (507).jpg,Malignant case (507).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (508).jpg,Malignant case (508).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (509).jpg,Malignant case (509).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (51).jpg,Malignant case (51).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (510).jpg,Malignant case (510).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (511).jpg,Malignant case (511).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (512).jpg,Malignant case (512).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (513).jpg,Malignant case (513).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (514).jpg,Malignant case (514).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (515).jpg,Malignant case (515).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (516).jpg,Malignant case (516).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (517).jpg,Malignant case (517).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (518).jpg,Malignant case (518).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (519).jpg,Malignant case (519).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (52).jpg,Malignant case (52).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (520).jpg,Malignant case (520).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (521).jpg,Malignant case (521).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (522).jpg,Malignant case (522).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (523).jpg,Malignant case (523).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (524).jpg,Malignant case (524).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (525).jpg,Malignant case (525).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (526).jpg,Malignant case (526).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (527).jpg,Malignant case (527).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (528).jpg,Malignant case (528).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (529).jpg,Malignant case (529).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (53).jpg,Malignant case (53).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (530).jpg,Malignant case (530).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (531).jpg,Malignant case (531).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (532).jpg,Malignant case (532).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (533).jpg,Malignant case (533).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (534).jpg,Malignant case (534).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (535).jpg,Malignant case (535).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (536).jpg,Malignant case (536).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (537).jpg,Malignant case (537).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (538).jpg,Malignant case (538).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (539).jpg,Malignant case (539).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (54).jpg,Malignant case (54).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (540).jpg,Malignant case (540).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (541).jpg,Malignant case (541).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (542).jpg,Malignant case (542).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (543).jpg,Malignant case (543).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (544).jpg,Malignant case (544).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (545).jpg,Malignant case (545).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (546).jpg,Malignant case (546).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (547).jpg,Malignant case (547).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (548).jpg,Malignant case (548).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (549).jpg,Malignant case (549).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (55).jpg,Malignant case (55).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (550).jpg,Malignant case (550).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (551).jpg,Malignant case (551).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (552).jpg,Malignant case (552).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (553).jpg,Malignant case (553).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (554).jpg,Malignant case (554).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (555).jpg,Malignant case (555).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (556).jpg,Malignant case (556).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (557).jpg,Malignant case (557).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (558).jpg,Malignant case (558).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (559).jpg,Malignant case (559).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (56).jpg,Malignant case (56).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (560).jpg,Malignant case (560).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (561).jpg,Malignant case (561).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (57).jpg,Malignant case (57).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (58).jpg,Malignant case (58).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (59).jpg,Malignant case (59).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (6).jpg,Malignant case (6).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (60).jpg,Malignant case (60).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (61).jpg,Malignant case (61).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (62).jpg,Malignant case (62).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (63).jpg,Malignant case (63).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (64).jpg,Malignant case (64).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (65).jpg,Malignant case (65).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (66).jpg,Malignant case (66).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (67).jpg,Malignant case (67).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (68).jpg,Malignant case (68).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (69).jpg,Malignant case (69).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (7).jpg,Malignant case (7).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (70).jpg,Malignant case (70).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (71).jpg,Malignant case (71).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (72).jpg,Malignant case (72).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (73).jpg,Malignant case (73).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (74).jpg,Malignant case (74).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (75).jpg,Malignant case (75).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (76).jpg,Malignant case (76).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (77).jpg,Malignant case (77).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (78).jpg,Malignant case (78).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (79).jpg,Malignant case (79).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (8).jpg,Malignant case (8).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (80).jpg,Malignant case (80).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (81).jpg,Malignant case (81).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (82).jpg,Malignant case (82).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (83).jpg,Malignant case (83).jpg,Malignant cases,malignant,512,512,RGB
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (84).jpg,Malignant case (84).jpg,Malignant cases,malignant,512,512,RGB
