path,filename,original_class,class,width,height,mode,file_hash
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (462).jpg,Malignant case (462).jpg,Malignant cases,malignant,512,512,RGB,2964fc06dad3b32e1270c9d6c549f324
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (463).jpg,Malignant case (463).jpg,Malignant cases,malignant,512,512,RGB,04fa1aa88d107e02f7df2cbd4b1adb8b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (464).jpg,Malignant case (464).jpg,Malignant cases,malignant,512,512,RGB,be246a2544f476a5a1ecaac8eee1f2a3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (465).jpg,Malignant case (465).jpg,Malignant cases,malignant,512,512,RGB,c80bc6b04aea372e3bcd081568bba368
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (466).jpg,Malignant case (466).jpg,Malignant cases,malignant,512,512,RGB,79d2741575dab2b5af60f95ad7c5f93a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (467).jpg,Malignant case (467).jpg,Malignant cases,malignant,512,512,RGB,a3b2de4fcf6f01351971b77f8eee11d3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (468).jpg,Malignant case (468).jpg,Malignant cases,malignant,512,512,RGB,30150d045a0e98c6baf5cc0533ff524a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (469).jpg,Malignant case (469).jpg,Malignant cases,malignant,512,512,RGB,f8f85a4bd1819ac54700bf6b52199472
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (47).jpg,Malignant case (47).jpg,Malignant cases,malignant,512,512,RGB,f3fe311fddb4bf0a7a27d6cf03e13d36
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (470).jpg,Malignant case (470).jpg,Malignant cases,malignant,512,512,RGB,4579678e023a68eb90021aa97f16193b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (471).jpg,Malignant case (471).jpg,Malignant cases,malignant,512,512,RGB,e41a41fdaa6be290b18c5d3f00786fd1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (472).jpg,Malignant case (472).jpg,Malignant cases,malignant,512,512,RGB,198477eb7a21f48f21bf13ea9cf976dd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (473).jpg,Malignant case (473).jpg,Malignant cases,malignant,512,512,RGB,5f99b50e37d544650c05cf2fdf47eac4
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (474).jpg,Malignant case (474).jpg,Malignant cases,malignant,512,512,RGB,d47a6ef683d3e020d9ccc3cbae05cede
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (475).jpg,Malignant case (475).jpg,Malignant cases,malignant,512,512,RGB,0adbf1d5a925adc0606ceec06455a701
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (476).jpg,Malignant case (476).jpg,Malignant cases,malignant,512,512,RGB,bda0e25f303856db74b08c02fd8f1a39
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (477).jpg,Malignant case (477).jpg,Malignant cases,malignant,512,512,RGB,f76d9981eb5014451fc347c7cd2d3311
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (478).jpg,Malignant case (478).jpg,Malignant cases,malignant,512,512,RGB,672507b8a2b386f7f5dae9f9ffc7034d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (479).jpg,Malignant case (479).jpg,Malignant cases,malignant,512,512,RGB,8af5a9a88d35a05de90bc78fa78e571c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (48).jpg,Malignant case (48).jpg,Malignant cases,malignant,512,512,RGB,992090a31d108dd6e81f2f59ca3dea2b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (480).jpg,Malignant case (480).jpg,Malignant cases,malignant,512,512,RGB,1520a1f725a3216db3afb0d227521b2b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (481).jpg,Malignant case (481).jpg,Malignant cases,malignant,512,512,RGB,c5d96f979440e71bc898ed999fb05520
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (482).jpg,Malignant case (482).jpg,Malignant cases,malignant,512,512,RGB,86213f5339d3c517a239521160db6e03
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (483).jpg,Malignant case (483).jpg,Malignant cases,malignant,512,512,RGB,8c968ad54cd91113237ee5faf078b624
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (484).jpg,Malignant case (484).jpg,Malignant cases,malignant,512,512,RGB,d8a5373a7e4d6e00cfeb556feb8631fd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (485).jpg,Malignant case (485).jpg,Malignant cases,malignant,512,512,RGB,59b2ec14eb4d959a88436e0239926df2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (486).jpg,Malignant case (486).jpg,Malignant cases,malignant,512,512,RGB,3c343ffe4913b1ec47374fd7e74ab826
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (487).jpg,Malignant case (487).jpg,Malignant cases,malignant,512,512,RGB,d32083d6bafed15f9fb92bc2cc790d90
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (488).jpg,Malignant case (488).jpg,Malignant cases,malignant,512,512,RGB,481c6381e19c7f2128749f9b31474688
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (489).jpg,Malignant case (489).jpg,Malignant cases,malignant,512,512,RGB,1960c593a1622c66d8150a2b1e3cb227
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (49).jpg,Malignant case (49).jpg,Malignant cases,malignant,512,512,RGB,c3fa1554e9c73e1b0ef861d4a25b9988
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (490).jpg,Malignant case (490).jpg,Malignant cases,malignant,512,512,RGB,af39dec2a190429f5f8f01dfefb737c5
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (491).jpg,Malignant case (491).jpg,Malignant cases,malignant,512,512,RGB,d2f26ce5e3fd046c441c1cce13e5a304
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (492).jpg,Malignant case (492).jpg,Malignant cases,malignant,512,512,RGB,d3ce04c96843244843dfb23bd11b3f6f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (493).jpg,Malignant case (493).jpg,Malignant cases,malignant,512,512,RGB,ef358a1854ee315de0e1c0804ad4cf76
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (494).jpg,Malignant case (494).jpg,Malignant cases,malignant,512,512,RGB,61195accef066babce20ac57b812a599
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (495).jpg,Malignant case (495).jpg,Malignant cases,malignant,512,512,RGB,393b30299c3085df9a11f1fcec4a834b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (496).jpg,Malignant case (496).jpg,Malignant cases,malignant,512,512,RGB,d7386367868ce0c2b3e92765521f0f15
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (497).jpg,Malignant case (497).jpg,Malignant cases,malignant,512,512,RGB,69ded1b5db4a6654f07780372c4b9d47
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (498).jpg,Malignant case (498).jpg,Malignant cases,malignant,512,512,RGB,6b18817307241b17ba6a70c4f7ee98a1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (499).jpg,Malignant case (499).jpg,Malignant cases,malignant,512,512,RGB,f76d75502cfd1ba843fa6bbd42a56354
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (5).jpg,Malignant case (5).jpg,Malignant cases,malignant,512,512,RGB,b40716b3666bb271d3663da97f6df212
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (50).jpg,Malignant case (50).jpg,Malignant cases,malignant,512,512,RGB,1e172b4e65db17a3d6ee364ea72e81b3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (500).jpg,Malignant case (500).jpg,Malignant cases,malignant,512,512,RGB,88e6482a102a058a9ed49b2987532540
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (501).jpg,Malignant case (501).jpg,Malignant cases,malignant,512,512,RGB,f42b3fa9f3e50d202cf58e0814f06471
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (502).jpg,Malignant case (502).jpg,Malignant cases,malignant,512,512,RGB,397a3cce9a3f3b220e711d72d939d483
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (503).jpg,Malignant case (503).jpg,Malignant cases,malignant,512,512,RGB,a259ffd9c39dfdeaa69e836a81c6dd9c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (504).jpg,Malignant case (504).jpg,Malignant cases,malignant,512,512,RGB,2c7143179524628724f8853176e9cbd8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (505).jpg,Malignant case (505).jpg,Malignant cases,malignant,512,512,RGB,68f243eb8e84f0ae812bafd70870273c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (506).jpg,Malignant case (506).jpg,Malignant cases,malignant,512,512,RGB,237fc66e13b50c4416056d4f45e7020b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (507).jpg,Malignant case (507).jpg,Malignant cases,malignant,512,512,RGB,6632b24a97d9f9691dcd7de244ae7b23
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (508).jpg,Malignant case (508).jpg,Malignant cases,malignant,512,512,RGB,f5fe4a12286249221eabd66d13d61a24
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (509).jpg,Malignant case (509).jpg,Malignant cases,malignant,512,512,RGB,4ee03a5311e3585f8447071c702bf938
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (51).jpg,Malignant case (51).jpg,Malignant cases,malignant,512,512,RGB,e2c11716faad60f4b363a6cdbe60c537
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (510).jpg,Malignant case (510).jpg,Malignant cases,malignant,512,512,RGB,4c0cd98428c741981db447e2db223327
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (511).jpg,Malignant case (511).jpg,Malignant cases,malignant,512,512,RGB,cda110424bd0274f6ef9d273c0ad3f29
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (512).jpg,Malignant case (512).jpg,Malignant cases,malignant,512,512,RGB,65beb39ecc0eadbb523d01209a1636de
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (513).jpg,Malignant case (513).jpg,Malignant cases,malignant,512,512,RGB,898dd7a5deff94174a565806316b637d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (514).jpg,Malignant case (514).jpg,Malignant cases,malignant,512,512,RGB,819fec6b1ff7b1e84884bc99b969b6a1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (515).jpg,Malignant case (515).jpg,Malignant cases,malignant,512,512,RGB,6a603c632c35e63ebc22fa4e9ba32ee4
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (516).jpg,Malignant case (516).jpg,Malignant cases,malignant,512,512,RGB,bafabc9da290ac730fd63b4e872e0d45
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (517).jpg,Malignant case (517).jpg,Malignant cases,malignant,512,512,RGB,612f574620e0f2afd564072435b4cc1d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (518).jpg,Malignant case (518).jpg,Malignant cases,malignant,512,512,RGB,af5794c9b189ecd3c88d012a3ef01b8a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (519).jpg,Malignant case (519).jpg,Malignant cases,malignant,512,512,RGB,5912a5ce65ed6fc6bcba39272d363d83
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (52).jpg,Malignant case (52).jpg,Malignant cases,malignant,512,512,RGB,057166e44b6be96a0d1e900969d327b5
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (520).jpg,Malignant case (520).jpg,Malignant cases,malignant,512,512,RGB,ca52507c5593a75603f8249a39f197f1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (521).jpg,Malignant case (521).jpg,Malignant cases,malignant,512,512,RGB,60fb1d68d73c68c1a0e3eeca0ccb33c8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (522).jpg,Malignant case (522).jpg,Malignant cases,malignant,512,512,RGB,5575b44e20241d9689eb5c79fb2348f4
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (523).jpg,Malignant case (523).jpg,Malignant cases,malignant,512,512,RGB,658e9b692a579f751e7a4d1a4ab283bb
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (524).jpg,Malignant case (524).jpg,Malignant cases,malignant,512,512,RGB,826bc7b31ced607116dcf8f09ec50e10
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (525).jpg,Malignant case (525).jpg,Malignant cases,malignant,512,512,RGB,963d09b303edb3993a7a5eb5b1d568fe
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (526).jpg,Malignant case (526).jpg,Malignant cases,malignant,512,512,RGB,124a99df252071f0066f5bcb70dfbbc6
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (527).jpg,Malignant case (527).jpg,Malignant cases,malignant,512,512,RGB,5c1ebb4aecd1277eeb91c1cd1431d92b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (528).jpg,Malignant case (528).jpg,Malignant cases,malignant,512,512,RGB,5901879c3d2e46d81fa2133942287a9a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (529).jpg,Malignant case (529).jpg,Malignant cases,malignant,512,512,RGB,4fe4939c89298f0d3c3418c47a614456
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (53).jpg,Malignant case (53).jpg,Malignant cases,malignant,512,512,RGB,bae6ca113edcda930679ededf22a8893
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (530).jpg,Malignant case (530).jpg,Malignant cases,malignant,512,512,RGB,e28bd6d975969d04d523db2ced7d9825
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (531).jpg,Malignant case (531).jpg,Malignant cases,malignant,512,512,RGB,15db5f1a86df23ab3115b9ea2428417e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (532).jpg,Malignant case (532).jpg,Malignant cases,malignant,512,512,RGB,dfa4fb150321d4c5f0f19a396ecf8c78
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (533).jpg,Malignant case (533).jpg,Malignant cases,malignant,512,512,RGB,d6e2dc6959d17cef9513e08d1d6ce8ec
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (534).jpg,Malignant case (534).jpg,Malignant cases,malignant,512,512,RGB,25b24a0ab29ac8e395a8bfd8e27b6768
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (535).jpg,Malignant case (535).jpg,Malignant cases,malignant,512,512,RGB,c2cb8d3eadb44636f94bcc58775e9168
